DATA,HORA,ORIGEM,DESTINO,TR
12/04/2014,05:05:00,777-777,829-984,I
12/04/2014,05:08:00,777-777,829-984,F
12/04/2014,05:48:00,888-888,894-693,F
12/04/2014,06:08:00,999-999,550-515,F
12/04/2014,06:14:00,999-999,569-307,I
12/04/2014,06:45:00,888-888,521-151,I
12/04/2014,07:12:00,777-777,895-483,I
12/04/2014,07:27:00,888-888,521-151,F
12/04/2014,07:30:00,999-999,569-307,F
12/04/2014,07:48:00,777-777,895-483,F
12/04/2014,07:55:00,999-999,096-996,I
12/04/2014,07:56:00,999-999,096-996,F
12/04/2014,08:09:00,999-999,689-975,I
12/04/2014,08:22:00,999-999,689-975,F
12/04/2014,08:25:00,888-888,761-931,I
12/04/2014,08:25:00,777-777,693-046,I
12/04/2014,08:33:00,888-888,761-931,F
12/04/2014,08:42:00,999-999,384-737,I
12/04/2014,08:47:00,888-888,415-119,I
12/04/2014,08:51:00,888-888,415-119,F
12/04/2014,09:01:00,777-777,693-046,F
12/04/2014,09:15:00,888-888,334-388,I
12/04/2014,09:30:00,888-888,334-388,F
12/04/2014,10:05:00,777-777,884-481,I
12/04/2014,10:05:00,999-999,384-737,F
12/04/2014,10:18:00,888-888,270-713,I
12/04/2014,10:27:00,777-777,884-481,F
12/04/2014,10:30:00,888-888,270-713,F
12/04/2014,10:40:00,777-777,828-423,I
12/04/2014,10:44:00,888-888,566-456,I
12/04/2014,10:46:00,777-777,828-423,F
12/04/2014,11:08:00,999-999,309-289,I
12/04/2014,11:22:00,999-999,309-289,F
12/04/2014,11:52:00,777-777,778-383,I
12/04/2014,12:06:00,888-888,566-456,F
12/04/2014,12:09:00,888-888,384-737,I
12/04/2014,12:10:00,777-777,778-383,F
12/04/2014,12:29:00,777-777,828-423,I
12/04/2014,12:33:00,777-777,828-423,F
12/04/2014,12:58:00,999-999,667-741,I
12/04/2014,13:01:00,999-999,667-741,F
12/04/2014,13:26:00,999-999,096-996,I
12/04/2014,13:30:00,888-888,384-737,F
12/04/2014,13:48:00,888-888,895-483,I
12/04/2014,13:51:00,888-888,895-483,F
12/04/2014,13:51:00,999-999,096-996,F
12/04/2014,13:51:00,999-999,449-580,I
12/04/2014,13:54:00,888-888,895-483,I
12/04/2014,14:03:00,777-777,850-469,I
12/04/2014,14:25:00,888-888,895-483,F
12/04/2014,14:31:00,777-777,850-469,F
12/04/2014,14:34:00,888-888,358-198,I
12/04/2014,14:42:00,777-777,814-087,I
12/04/2014,15:07:00,888-888,358-198,F
12/04/2014,15:11:00,888-888,598-558,I
12/04/2014,15:13:00,777-777,814-087,F
12/04/2014,15:20:00,888-888,598-558,F
12/04/2014,15:20:00,999-999,449-580,F
12/04/2014,15:32:00,777-777,705-911,I
12/04/2014,15:40:00,777-777,705-911,F
12/04/2014,15:49:00,888-888,860-973,I
12/04/2014,15:50:00,777-777,468-349,I
12/04/2014,15:52:00,777-777,468-349,F
12/04/2014,15:59:00,777-777,977-895,I
12/04/2014,16:30:00,888-888,860-973,F
12/04/2014,16:35:00,999-999,420-586,I
12/04/2014,16:37:00,777-777,977-895,F
12/04/2014,16:47:00,999-999,420-586,F
12/04/2014,17:07:00,999-999,156-115,I
12/04/2014,17:08:00,999-999,156-115,F
12/04/2014,17:22:00,888-888,651-336,I
12/04/2014,17:22:00,888-888,651-336,F
12/04/2014,17:24:00,777-777,914-310,I
12/04/2014,17:31:00,888-888,494-318,I
12/04/2014,17:53:00,777-777,914-310,F
12/04/2014,18:04:00,999-999,664-435,I
12/04/2014,18:23:00,999-999,664-435,F
12/04/2014,18:34:00,999-999,494-318,I
12/04/2014,18:42:00,999-999,494-318,F
12/04/2014,18:54:00,888-888,494-318,F
12/04/2014,19:05:00,777-777,884-481,I
12/04/2014,19:16:00,888-888,744-955,I
12/04/2014,19:23:00,999-999,814-087,I
12/04/2014,19:24:00,999-999,814-087,F
12/04/2014,19:26:00,999-999,830-001,I
12/04/2014,19:45:00,777-777,884-481,F
12/04/2014,19:52:00,999-999,830-001,F
12/04/2014,19:56:00,888-888,744-955,F
12/04/2014,19:58:00,999-999,540-451,I
12/04/2014,20:11:00,999-999,540-451,F
12/04/2014,20:49:00,888-888,598-558,I
12/04/2014,20:53:00,999-999,523-638,I
12/04/2014,20:59:00,777-777,243-240,I
12/04/2014,21:12:00,999-999,523-638,F
12/04/2014,21:12:00,999-999,914-310,I
12/04/2014,21:15:00,999-999,914-310,F
12/04/2014,21:30:00,777-777,243-240,F
12/04/2014,21:42:00,888-888,598-558,F
12/04/2014,21:48:00,999-999,468-349,I
12/04/2014,21:51:00,999-999,468-349,F
12/04/2014,22:05:00,999-999,545-330,I
12/04/2014,22:33:00,777-777,837-966,I
12/04/2014,22:36:00,888-888,540-451,I
12/04/2014,22:45:00,999-999,545-330,F
12/04/2014,22:51:00,999-999,290-129,I
12/04/2014,22:58:00,999-999,290-129,F
12/04/2014,23:04:00,777-777,837-966,F
12/04/2014,23:06:00,999-999,977-895,I
12/04/2014,23:13:00,888-888,540-451,F
12/04/2014,23:14:00,999-999,977-895,F
12/04/2014,23:21:00,777-777,527-735,I
12/04/2014,23:52:00,888-888,192-992,I
12/04/2014,23:56:00,999-999,828-423,I
13/04/2014,00:04:00,777-777,527-735,F
13/04/2014,00:16:00,777-777,952-129,I
13/04/2014,00:27:00,999-999,828-423,F
13/04/2014,00:40:00,888-888,192-992,F
13/04/2014,00:44:00,777-777,952-129,F
13/04/2014,00:53:00,888-888,895-483,I
13/04/2014,00:58:00,888-888,895-483,F
13/04/2014,01:03:00,888-888,470-128,I
13/04/2014,01:06:00,999-999,477-266,I
13/04/2014,01:08:00,777-777,962-084,I
13/04/2014,01:16:00,888-888,470-128,F
13/04/2014,01:47:00,888-888,460-290,I
13/04/2014,01:49:00,888-888,460-290,F
13/04/2014,02:00:00,888-888,437-032,I
13/04/2014,02:15:00,777-777,962-084,F
13/04/2014,02:16:00,888-888,437-032,F
13/04/2014,02:24:00,999-999,477-266,F
13/04/2014,02:29:00,888-888,441-856,I
13/04/2014,02:29:00,888-888,441-856,F
13/04/2014,02:50:00,777-777,953-940,I
13/04/2014,03:12:00,999-999,394-441,I
13/04/2014,03:12:00,999-999,394-441,F
13/04/2014,03:17:00,777-777,953-940,F
13/04/2014,03:43:00,999-999,215-621,I
13/04/2014,03:49:00,777-777,706-375,I
13/04/2014,03:56:00,777-777,706-375,F
13/04/2014,04:01:00,777-777,952-129,I
13/04/2014,04:18:00,999-999,215-621,F
13/04/2014,04:30:00,888-888,814-087,I
13/04/2014,05:18:00,777-777,952-129,F
13/04/2014,05:21:00,888-888,814-087,F
13/04/2014,05:32:00,888-888,358-198,I
13/04/2014,05:34:00,999-999,530-135,I
13/04/2014,05:37:00,777-777,667-741,I
13/04/2014,05:44:00,777-777,667-741,F
13/04/2014,05:49:00,888-888,358-198,F
13/04/2014,05:56:00,888-888,676-556,I
13/04/2014,05:59:00,777-777,286-218,I
13/04/2014,06:05:00,999-999,530-135,F
13/04/2014,06:07:00,999-999,460-290,I
13/04/2014,06:21:00,999-999,460-290,F
13/04/2014,07:13:00,888-888,676-556,F
13/04/2014,07:40:00,777-777,286-218,F
13/04/2014,07:41:00,999-999,276-237,I
13/04/2014,07:49:00,999-999,276-237,F
13/04/2014,08:03:00,777-777,156-115,I
13/04/2014,08:17:00,777-777,156-115,F
13/04/2014,08:26:00,777-777,566-456,I
13/04/2014,08:28:00,777-777,566-456,F
13/04/2014,08:29:00,999-999,560-747,I
13/04/2014,08:42:00,999-999,560-747,F
13/04/2014,09:30:00,888-888,102-704,I
13/04/2014,09:40:00,888-888,102-704,F
13/04/2014,09:54:00,777-777,876-218,I
13/04/2014,10:13:00,999-999,554-823,I
13/04/2014,10:21:00,888-888,761-931,I
13/04/2014,10:32:00,888-888,761-931,F
13/04/2014,10:34:00,777-777,876-218,F
13/04/2014,10:47:00,888-888,774-014,I
13/04/2014,10:57:00,888-888,774-014,F
13/04/2014,11:24:00,888-888,527-735,I
13/04/2014,12:06:00,777-777,295-838,I
13/04/2014,12:39:00,999-999,554-823,F
13/04/2014,12:46:00,999-999,354-512,I
13/04/2014,13:00:00,888-888,527-735,F
13/04/2014,13:05:00,777-777,295-838,F
13/04/2014,13:08:00,777-777,638-077,I
13/04/2014,13:30:00,777-777,638-077,F
13/04/2014,13:37:00,999-999,354-512,F
13/04/2014,13:42:00,999-999,709-539,I
13/04/2014,13:49:00,777-777,795-375,I
13/04/2014,13:55:00,999-999,709-539,F
13/04/2014,14:07:00,999-999,479-476,I
13/04/2014,14:21:00,999-999,479-476,F
13/04/2014,14:26:00,777-777,795-375,F
13/04/2014,14:43:00,888-888,799-963,I
13/04/2014,14:51:00,888-888,799-963,F
13/04/2014,14:56:00,999-999,651-336,I
13/04/2014,15:20:00,888-888,689-975,I
13/04/2014,15:32:00,888-888,689-975,F
13/04/2014,15:36:00,777-777,830-719,I
13/04/2014,15:38:00,888-888,761-931,I
13/04/2014,15:39:00,999-999,651-336,F
13/04/2014,15:48:00,777-777,830-719,F
13/04/2014,15:51:00,999-999,977-895,I
13/04/2014,16:03:00,888-888,761-931,F
13/04/2014,16:14:00,777-777,160-939,I
13/04/2014,16:14:00,999-999,977-895,F
13/04/2014,16:21:00,777-777,160-939,F
13/04/2014,16:22:00,777-777,527-735,I
13/04/2014,16:24:00,888-888,175-794,I
13/04/2014,17:02:00,999-999,362-450,I
13/04/2014,17:04:00,888-888,175-794,F
13/04/2014,17:05:00,888-888,560-747,I
13/04/2014,17:05:00,999-999,362-450,F
13/04/2014,17:09:00,777-777,527-735,F
13/04/2014,17:13:00,777-777,394-441,I
13/04/2014,17:23:00,888-888,560-747,F
13/04/2014,17:29:00,777-777,394-441,F
13/04/2014,17:43:00,999-999,876-218,I
13/04/2014,17:51:00,777-777,689-975,I
13/04/2014,17:58:00,999-999,876-218,F
13/04/2014,18:00:00,999-999,977-895,I
13/04/2014,18:10:00,999-999,977-895,F
13/04/2014,18:30:00,999-999,829-984,I
13/04/2014,18:30:00,999-999,829-984,F
13/04/2014,18:30:00,777-777,689-975,F
13/04/2014,18:33:00,777-777,511-592,I
13/04/2014,18:44:00,777-777,511-592,F
13/04/2014,19:07:00,999-999,644-829,I
13/04/2014,19:14:00,777-777,795-375,I
13/04/2014,19:18:00,999-999,644-829,F
13/04/2014,19:24:00,888-888,368-095,I
13/04/2014,19:40:00,777-777,795-375,F
13/04/2014,19:40:00,999-999,584-794,I
13/04/2014,20:04:00,888-888,368-095,F
13/04/2014,20:16:00,999-999,584-794,F
13/04/2014,20:17:00,999-999,830-719,I
13/04/2014,20:29:00,888-888,778-692,I
13/04/2014,21:05:00,888-888,778-692,F
13/04/2014,21:07:00,999-999,830-719,F
13/04/2014,21:40:00,888-888,470-128,I
13/04/2014,21:47:00,999-999,914-310,I
13/04/2014,21:56:00,888-888,470-128,F
13/04/2014,22:01:00,777-777,853-439,I
13/04/2014,22:04:00,777-777,853-439,F
13/04/2014,22:05:00,888-888,953-940,I
13/04/2014,22:06:00,777-777,706-375,I
13/04/2014,22:16:00,777-777,706-375,F
13/04/2014,22:17:00,888-888,953-940,F
13/04/2014,22:19:00,777-777,830-001,I
13/04/2014,22:27:00,777-777,830-001,F
13/04/2014,22:33:00,999-999,914-310,F
13/04/2014,22:45:00,777-777,734-320,I
13/04/2014,23:09:00,888-888,702-839,I
13/04/2014,23:16:00,888-888,702-839,F
13/04/2014,23:36:00,999-999,264-323,I
13/04/2014,23:43:00,999-999,264-323,F
13/04/2014,23:59:00,888-888,203-051,I
14/04/2014,00:28:00,888-888,203-051,F
14/04/2014,00:32:00,777-777,734-320,F
14/04/2014,00:34:00,777-777,850-469,I
14/04/2014,00:38:00,888-888,220-106,I
14/04/2014,00:40:00,888-888,220-106,F
14/04/2014,00:54:00,888-888,641-926,I
14/04/2014,00:59:00,777-777,850-469,F
14/04/2014,01:36:00,999-999,334-388,I
14/04/2014,01:36:00,777-777,705-198,I
14/04/2014,01:39:00,888-888,641-926,F
14/04/2014,01:47:00,999-999,334-388,F
14/04/2014,01:48:00,777-777,705-198,F
14/04/2014,01:50:00,777-777,778-692,I
14/04/2014,01:55:00,888-888,651-336,I
14/04/2014,01:55:00,777-777,778-692,F
14/04/2014,02:10:00,888-888,651-336,F
14/04/2014,02:12:00,888-888,102-704,I
14/04/2014,02:24:00,888-888,102-704,F
14/04/2014,03:08:00,999-999,295-838,I
14/04/2014,03:09:00,888-888,850-469,I
14/04/2014,03:22:00,888-888,850-469,F
14/04/2014,03:24:00,999-999,295-838,F
14/04/2014,03:26:00,888-888,437-032,I
14/04/2014,03:48:00,888-888,437-032,F
14/04/2014,04:09:00,888-888,910-460,I
14/04/2014,04:11:00,888-888,910-460,F
14/04/2014,04:15:00,888-888,654-531,I
14/04/2014,04:20:00,777-777,977-895,I
14/04/2014,04:20:00,777-777,977-895,F
14/04/2014,04:38:00,777-777,128-973,I
14/04/2014,04:43:00,888-888,654-531,F
14/04/2014,05:06:00,888-888,706-375,I
14/04/2014,05:18:00,888-888,706-375,F
14/04/2014,05:19:00,888-888,644-829,I
14/04/2014,05:27:00,888-888,644-829,F
14/04/2014,05:48:00,999-999,644-829,I
14/04/2014,05:57:00,888-888,175-794,I
14/04/2014,05:58:00,999-999,644-829,F
14/04/2014,06:04:00,999-999,128-973,I
14/04/2014,06:11:00,777-777,128-973,F
14/04/2014,06:15:00,777-777,494-318,I
14/04/2014,06:16:00,999-999,128-973,F
14/04/2014,06:21:00,777-777,494-318,F
14/04/2014,06:27:00,888-888,175-794,F
14/04/2014,06:29:00,777-777,540-451,I
14/04/2014,06:37:00,888-888,606-969,I
14/04/2014,06:43:00,777-777,540-451,F
14/04/2014,07:04:00,777-777,527-735,I
14/04/2014,07:10:00,888-888,606-969,F
14/04/2014,07:29:00,888-888,295-838,I
14/04/2014,07:47:00,888-888,295-838,F
14/04/2014,07:54:00,999-999,186-069,I
14/04/2014,08:01:00,888-888,598-389,I
14/04/2014,08:23:00,999-999,186-069,F
14/04/2014,08:32:00,999-999,477-266,I
14/04/2014,08:39:00,777-777,527-735,F
14/04/2014,08:39:00,888-888,598-389,F
14/04/2014,09:00:00,777-777,511-261,I
14/04/2014,09:31:00,777-777,511-261,F
14/04/2014,09:31:00,999-999,477-266,F
14/04/2014,09:32:00,999-999,270-713,I
14/04/2014,09:52:00,777-777,386-800,I
14/04/2014,10:23:00,777-777,386-800,F
14/04/2014,10:26:00,777-777,946-500,I
14/04/2014,10:37:00,888-888,133-919,I
14/04/2014,10:38:00,999-999,270-713,F
14/04/2014,10:42:00,888-888,133-919,F
14/04/2014,10:45:00,999-999,946-500,I
14/04/2014,10:46:00,777-777,946-500,F
14/04/2014,11:03:00,888-888,977-895,I
14/04/2014,11:19:00,777-777,778-383,I
14/04/2014,11:20:00,777-777,778-383,F
14/04/2014,11:31:00,999-999,946-500,F
14/04/2014,11:34:00,777-777,362-450,I
14/04/2014,11:45:00,888-888,977-895,F
14/04/2014,11:45:00,888-888,830-001,I
14/04/2014,12:01:00,888-888,830-001,F
14/04/2014,12:02:00,777-777,362-450,F
14/04/2014,12:36:00,888-888,315-664,I
14/04/2014,12:39:00,999-999,129-360,I
14/04/2014,12:43:00,777-777,952-129,I
14/04/2014,12:50:00,888-888,315-664,F
14/04/2014,12:56:00,777-777,952-129,F
14/04/2014,13:04:00,777-777,894-693,I
14/04/2014,13:05:00,999-999,129-360,F
14/04/2014,13:07:00,888-888,524-351,I
14/04/2014,13:18:00,999-999,133-919,I
14/04/2014,13:24:00,888-888,524-351,F
14/04/2014,13:32:00,888-888,799-963,I
14/04/2014,13:33:00,777-777,894-693,F
14/04/2014,13:35:00,999-999,133-919,F
14/04/2014,13:57:00,777-777,834-103,I
14/04/2014,14:02:00,777-777,834-103,F
14/04/2014,14:10:00,888-888,799-963,F
14/04/2014,14:18:00,777-777,895-483,I
14/04/2014,14:40:00,888-888,186-069,I
14/04/2014,14:44:00,777-777,895-483,F
14/04/2014,14:52:00,888-888,186-069,F
14/04/2014,15:00:00,777-777,127-743,I
14/04/2014,15:02:00,888-888,598-389,I
14/04/2014,15:04:00,999-999,812-548,I
14/04/2014,15:04:00,888-888,598-389,F
14/04/2014,15:07:00,777-777,127-743,F
14/04/2014,15:08:00,999-999,812-548,F
14/04/2014,15:10:00,999-999,644-829,I
14/04/2014,15:34:00,999-999,644-829,F
14/04/2014,15:39:00,888-888,131-864,I
14/04/2014,15:42:00,777-777,826-107,I
14/04/2014,15:50:00,777-777,826-107,F
14/04/2014,15:59:00,888-888,131-864,F
14/04/2014,16:31:00,888-888,511-261,I
14/04/2014,16:53:00,999-999,853-439,I
14/04/2014,16:57:00,999-999,853-439,F
14/04/2014,17:09:00,888-888,511-261,F
14/04/2014,17:16:00,777-777,434-112,I
14/04/2014,17:27:00,888-888,734-320,I
14/04/2014,17:31:00,888-888,734-320,F
14/04/2014,17:51:00,888-888,894-693,I
14/04/2014,18:21:00,999-999,778-383,I
14/04/2014,18:27:00,888-888,894-693,F
14/04/2014,18:28:00,777-777,434-112,F
14/04/2014,18:31:00,999-999,778-383,F
14/04/2014,18:36:00,999-999,645-289,I
14/04/2014,18:48:00,888-888,566-456,I
14/04/2014,18:48:00,777-777,812-548,I
14/04/2014,19:06:00,888-888,566-456,F
14/04/2014,19:18:00,777-777,812-548,F
14/04/2014,19:35:00,777-777,358-198,I
14/04/2014,19:51:00,888-888,829-984,I
14/04/2014,19:56:00,999-999,645-289,F
14/04/2014,20:14:00,777-777,358-198,F
14/04/2014,20:17:00,888-888,829-984,F
14/04/2014,20:38:00,999-999,730-977,I
14/04/2014,20:47:00,888-888,394-441,I
14/04/2014,21:10:00,999-999,730-977,F
14/04/2014,21:16:00,888-888,394-441,F
14/04/2014,21:17:00,888-888,203-051,I
14/04/2014,21:18:00,888-888,203-051,F
14/04/2014,21:19:00,999-999,477-266,I
14/04/2014,21:40:00,888-888,730-977,I
14/04/2014,21:51:00,888-888,730-977,F
14/04/2014,21:55:00,777-777,730-977,I
14/04/2014,21:59:00,888-888,598-389,I
14/04/2014,22:13:00,888-888,598-389,F
14/04/2014,22:21:00,777-777,730-977,F
14/04/2014,22:45:00,888-888,415-119,I
14/04/2014,22:49:00,999-999,477-266,F
14/04/2014,23:08:00,999-999,185-652,I
14/04/2014,23:17:00,888-888,415-119,F
14/04/2014,23:38:00,777-777,689-975,I
15/04/2014,00:09:00,888-888,676-556,I
15/04/2014,00:16:00,999-999,185-652,F
15/04/2014,00:18:00,777-777,689-975,F
15/04/2014,00:23:00,777-777,309-289,I
15/04/2014,01:01:00,999-999,180-434,I
15/04/2014,01:03:00,777-777,309-289,F
15/04/2014,01:04:00,777-777,449-655,I
15/04/2014,01:05:00,999-999,180-434,F
15/04/2014,01:23:00,777-777,449-655,F
15/04/2014,01:24:00,888-888,676-556,F
15/04/2014,01:38:00,888-888,895-483,I
15/04/2014,02:00:00,777-777,518-403,I
15/04/2014,02:03:00,777-777,518-403,F
15/04/2014,02:18:00,888-888,895-483,F
15/04/2014,02:22:00,777-777,837-966,I
15/04/2014,02:35:00,999-999,139-853,I
15/04/2014,02:47:00,888-888,651-336,I
15/04/2014,02:52:00,777-777,837-966,F
15/04/2014,02:59:00,777-777,276-237,I
15/04/2014,03:57:00,999-999,139-853,F
15/04/2014,04:04:00,999-999,374-261,I
15/04/2014,04:12:00,777-777,276-237,F
15/04/2014,04:28:00,999-999,374-261,F
15/04/2014,04:43:00,777-777,175-794,I
15/04/2014,04:44:00,999-999,362-450,I
15/04/2014,04:46:00,999-999,362-450,F
15/04/2014,04:50:00,999-999,778-692,I
15/04/2014,04:50:00,999-999,778-692,F
15/04/2014,05:15:00,777-777,175-794,F
15/04/2014,05:19:00,999-999,651-336,I
15/04/2014,05:21:00,999-999,651-336,F
15/04/2014,05:29:00,888-888,651-336,F
15/04/2014,05:49:00,888-888,946-500,I
15/04/2014,05:49:00,999-999,560-747,I
15/04/2014,05:51:00,888-888,946-500,F
15/04/2014,05:57:00,888-888,638-233,I
15/04/2014,06:03:00,888-888,638-233,F
15/04/2014,06:06:00,777-777,702-839,I
15/04/2014,06:17:00,999-999,560-747,F
15/04/2014,06:26:00,999-999,407-179,I
15/04/2014,06:30:00,888-888,702-839,I
15/04/2014,06:31:00,888-888,702-839,F
15/04/2014,06:32:00,999-999,407-179,F
15/04/2014,06:37:00,777-777,702-839,F
15/04/2014,06:47:00,888-888,511-261,I
15/04/2014,06:49:00,777-777,693-046,I
15/04/2014,06:55:00,999-999,962-084,I
15/04/2014,07:02:00,999-999,962-084,F
15/04/2014,07:06:00,999-999,449-580,I
15/04/2014,07:13:00,888-888,511-261,F
15/04/2014,07:21:00,777-777,693-046,F
15/04/2014,07:22:00,777-777,290-129,I
15/04/2014,07:45:00,777-777,290-129,F
15/04/2014,08:11:00,888-888,765-650,I
15/04/2014,08:14:00,999-999,449-580,F
15/04/2014,08:41:00,888-888,765-650,F
15/04/2014,08:42:00,888-888,837-966,I
15/04/2014,08:46:00,999-999,460-290,I
15/04/2014,08:58:00,999-999,460-290,F
15/04/2014,09:16:00,999-999,102-704,I
15/04/2014,09:18:00,888-888,837-966,F
15/04/2014,09:31:00,999-999,102-704,F
15/04/2014,09:38:00,888-888,853-439,I
15/04/2014,09:47:00,777-777,186-069,I
15/04/2014,10:04:00,888-888,853-439,F
15/04/2014,10:17:00,999-999,426-972,I
15/04/2014,10:26:00,999-999,426-972,F
15/04/2014,10:30:00,888-888,290-129,I
15/04/2014,10:55:00,777-777,186-069,F
15/04/2014,11:05:00,888-888,290-129,F
15/04/2014,11:06:00,999-999,386-800,I
15/04/2014,11:10:00,999-999,386-800,F
15/04/2014,11:11:00,777-777,393-359,I
15/04/2014,11:27:00,777-777,393-359,F
15/04/2014,11:37:00,999-999,384-737,I
15/04/2014,11:43:00,888-888,347-222,I
15/04/2014,11:47:00,888-888,347-222,F
15/04/2014,11:48:00,777-777,730-977,I
15/04/2014,11:51:00,777-777,730-977,F
15/04/2014,11:58:00,999-999,384-737,F
15/04/2014,12:05:00,888-888,953-940,I
15/04/2014,12:56:00,888-888,953-940,F
15/04/2014,13:01:00,888-888,129-360,I
15/04/2014,13:17:00,999-999,203-051,I
15/04/2014,13:36:00,888-888,129-360,F
15/04/2014,13:36:00,777-777,641-926,I
15/04/2014,13:43:00,777-777,641-926,F
15/04/2014,13:50:00,999-999,203-051,F
15/04/2014,13:54:00,777-777,527-735,I
15/04/2014,14:01:00,888-888,276-237,I
15/04/2014,14:10:00,888-888,276-237,F
15/04/2014,14:30:00,888-888,470-128,I
15/04/2014,14:41:00,888-888,470-128,F
15/04/2014,14:47:00,999-999,884-481,I
15/04/2014,14:59:00,777-777,527-735,F
15/04/2014,14:59:00,888-888,374-261,I
15/04/2014,15:07:00,999-999,884-481,F
15/04/2014,15:23:00,777-777,358-198,I
15/04/2014,15:39:00,999-999,139-853,I
15/04/2014,15:41:00,777-777,358-198,F
15/04/2014,15:43:00,888-888,374-261,F
15/04/2014,15:59:00,999-999,139-853,F
15/04/2014,16:15:00,999-999,837-966,I
15/04/2014,16:24:00,999-999,837-966,F
15/04/2014,16:26:00,999-999,744-955,I
15/04/2014,16:38:00,999-999,744-955,F
15/04/2014,16:47:00,999-999,205-205,I
15/04/2014,16:51:00,777-777,468-349,I
15/04/2014,16:53:00,999-999,205-205,F
15/04/2014,16:58:00,888-888,774-014,I
15/04/2014,16:58:00,999-999,977-895,I
15/04/2014,16:58:00,777-777,468-349,F
15/04/2014,17:13:00,999-999,977-895,F
15/04/2014,17:22:00,888-888,774-014,F
15/04/2014,17:31:00,888-888,895-483,I
15/04/2014,17:36:00,999-999,347-222,I
15/04/2014,18:03:00,999-999,347-222,F
15/04/2014,18:03:00,888-888,895-483,F
15/04/2014,18:18:00,888-888,812-548,I
15/04/2014,18:19:00,777-777,814-087,I
15/04/2014,18:44:00,888-888,812-548,F
15/04/2014,18:46:00,999-999,276-237,I
15/04/2014,18:58:00,777-777,814-087,F
15/04/2014,18:58:00,999-999,276-237,F
15/04/2014,19:13:00,777-777,374-261,I
15/04/2014,19:38:00,777-777,374-261,F
15/04/2014,19:48:00,888-888,550-515,I
15/04/2014,19:56:00,999-999,550-515,I
15/04/2014,19:58:00,777-777,220-106,I
15/04/2014,20:06:00,999-999,550-515,F
15/04/2014,20:19:00,777-777,220-106,F
15/04/2014,20:20:00,777-777,990-940,I
15/04/2014,20:23:00,999-999,554-823,I
15/04/2014,20:26:00,888-888,550-515,F
15/04/2014,20:39:00,999-999,554-823,F
15/04/2014,20:49:00,777-777,990-940,F
15/04/2014,20:58:00,888-888,384-737,I
15/04/2014,21:00:00,888-888,384-737,F
15/04/2014,21:02:00,888-888,394-441,I
15/04/2014,21:08:00,999-999,799-963,I
15/04/2014,21:51:00,888-888,394-441,F
15/04/2014,21:53:00,888-888,569-307,I
15/04/2014,21:54:00,888-888,569-307,F
15/04/2014,21:58:00,777-777,180-434,I
15/04/2014,22:09:00,888-888,276-237,I
15/04/2014,22:13:00,999-999,799-963,F
15/04/2014,22:18:00,888-888,276-237,F
15/04/2014,22:33:00,999-999,598-389,I
15/04/2014,22:33:00,888-888,836-032,I
15/04/2014,22:42:00,999-999,598-389,F
15/04/2014,22:49:00,777-777,180-434,F
15/04/2014,22:55:00,888-888,836-032,F
15/04/2014,23:03:00,888-888,664-435,I
15/04/2014,23:11:00,999-999,711-811,I
15/04/2014,23:25:00,777-777,386-800,I
15/04/2014,23:27:00,777-777,386-800,F
15/04/2014,23:48:00,777-777,420-586,I
15/04/2014,23:55:00,777-777,420-586,F
15/04/2014,23:58:00,999-999,711-811,F
16/04/2014,00:13:00,777-777,530-135,I
16/04/2014,00:22:00,888-888,664-435,F
16/04/2014,00:28:00,888-888,386-800,I
16/04/2014,00:31:00,777-777,530-135,F
16/04/2014,00:32:00,999-999,566-456,I
16/04/2014,00:40:00,888-888,386-800,F
16/04/2014,00:52:00,777-777,659-340,I
16/04/2014,00:57:00,888-888,814-087,I
16/04/2014,01:31:00,777-777,659-340,F
16/04/2014,01:33:00,777-777,641-895,I
16/04/2014,01:46:00,999-999,566-456,F
16/04/2014,02:01:00,888-888,814-087,F
16/04/2014,02:07:00,888-888,946-500,I
16/04/2014,02:09:00,999-999,139-853,I
16/04/2014,02:16:00,999-999,139-853,F
16/04/2014,02:17:00,999-999,826-107,I
